/celebrity/1054521/,蒂姆·罗宾斯
/celebrity/1054534/,摩根·弗里曼
/celebrity/1041179/,鲍勃·冈顿
/celebrity/1000095/,威廉姆·赛德勒
/celebrity/1013817/,克兰西·布朗
/celebrity/1010612/,吉尔·贝罗斯
/celebrity/1054892/,马克·罗斯顿
/celebrity/1027897/,詹姆斯·惠特摩
/celebrity/1087302/,杰弗里·德曼
/celebrity/1074035/,拉里·布兰登伯格
/celebrity/1003494/,张国荣
/celebrity/1050265/,张丰毅
/celebrity/1035641/,巩俐
/celebrity/1000905/,葛优
/celebrity/1011479/,英达
/celebrity/1020487/,蒋雯丽
/celebrity/1028801/,吴大维
/celebrity/1275230/,吕齐
/celebrity/1275232/,雷汉
/celebrity/1275236/,尹治
/celebrity/1048197/,泰隆·鲍华
/celebrity/1013957/,玛琳·黛德丽
/celebrity/1010665/,查尔斯·劳顿
/celebrity/1041205/,爱尔莎·兰切斯特
/celebrity/1055580/,约翰·威廉姆斯
/celebrity/1067393/,亨利·丹尼尔
/celebrity/1161909/,伊安·沃尔夫
/celebrity/1149384/,托林·撒切尔
/celebrity/1156944/,诺玛·威登
/celebrity/1129284/,尤娜·奥康纳
/celebrity/1093365/,玛雅·哈克福特
/celebrity/1241437/,Máté Kamarás
/celebrity/1061532/,安德烈 鲍尔
/celebrity/1054450/,汤姆·汉克斯
/celebrity/1002676/,罗宾·怀特
/celebrity/1031848/,加里·西尼斯
/celebrity/1031912/,麦凯尔泰·威廉逊
/celebrity/1041112/,莎莉·菲尔德
/celebrity/1025137/,海利·乔·奥斯蒙
/celebrity/1287151/,迈克尔·康纳·亨弗里斯
/celebrity/1101200/,哈罗德·G·赫瑟姆
/celebrity/1057231/,山姆·安德森
/celebrity/1157541/,伊俄涅·M·特雷奇
/celebrity/1041004/,罗伯托·贝尼尼
/celebrity/1000375/,尼可莱塔·布拉斯基
/celebrity/1000368/,乔治·坎塔里尼
/celebrity/1082051/,朱斯蒂诺·杜拉诺
/celebrity/1278654/,赛尔乔·比尼·布斯特里克
/celebrity/1002839/,玛丽萨·帕雷德斯
/celebrity/1036601/,霍斯特·布赫霍尔茨
/celebrity/1060607/,利迪娅·阿方西
/celebrity/1125178/,朱利亚娜·洛约迪切
/celebrity/1283951/,亚美利哥·丰塔尼
/celebrity/1031220/,连姆·尼森
/celebrity/1054393/,本·金斯利
/celebrity/1006956/,拉尔夫·费因斯
/celebrity/1041165/,卡罗琳·古多尔
/celebrity/1340765/,乔纳森·萨加尔
/celebrity/1022626/,艾伯丝·戴维兹
/celebrity/1091349/,马尔戈萨·格贝尔
/celebrity/1105743/,马克·伊瓦涅
/celebrity/1124528/,碧翠斯·马科拉
/celebrity/1048415/,安德烈·瑟韦林
/celebrity/1312999/,于是之
/celebrity/1313295/,郑榕
/celebrity/1313292/,蓝天野
/celebrity/1275586/,英若诚
/celebrity/1275898/,黄宗洛
/celebrity/1359094/,童超
/celebrity/1313294/,金昭
/celebrity/1290005/,林连昆
/celebrity/1293207/,牛星丽
/celebrity/1318513/,谭宗尧
/celebrity/1036710/,拉尔夫·理查德森
/celebrity/1027301/,黛博拉·蔻儿
/celebrity/1036456/,博·布里奇斯
/celebrity/1009410/,黛安娜·里格
/celebrity/1027124/,温蒂·希勒
/celebrity/1027859/,唐纳德·普利森斯
/celebrity/1007132/,彼得·萨利斯
/celebrity/1054473/,弗兰克·米尔斯
/celebrity/1075738/,罗伯特·卡明斯
/celebrity/1032323/,法兰奇·汤恩
/celebrity/1007162/,爱德华·阿诺德
/celebrity/1100344/,保罗·哈特曼
/celebrity/1067082/,约翰·贝尔
/celebrity/1019295/,沃尔特·艾贝尔
/celebrity/1018325/,乔治·沃斯科维奇
/celebrity/1156925/,约瑟夫·史威尼
/celebrity/1071848/,巴特·伯恩斯
/celebrity/1055940/,诺曼·费尔
/celebrity/1025182/,让·雷诺
/celebrity/1054454/,娜塔莉·波特曼
/celebrity/1010507/,加里·奥德曼
/celebrity/1019050/,丹尼·爱罗
/celebrity/1056660/,彼得·阿佩尔
/celebrity/1036675/,迈克尔·巴达鲁科
/celebrity/1093377/,艾伦·格里尼
/celebrity/1032333/,伊丽莎白·瑞根
/celebrity/1375490/,卡尔·马图斯维奇
/celebrity/1141202/,弗兰克·赛格
/celebrity/1023337/,柊瑠美
/celebrity/1005438/,入野自由
/celebrity/1045797/,夏木真理
/celebrity/1025558/,菅原文太
/celebrity/1387991/,中村彰男
/celebrity/1387988/,玉井夕海
/celebrity/1185637/,神木隆之介
